AUDIENCE,COMPARISON_POPULATION,COMMUNITY,PERC_AUDIENCE,MEDIAN_SPEND_PER_CUSTOMER,SPC,SPP,PPC,PERC_COMPARISON,COMPARISON_MEDIAN_SPEND_PER_CUSTOMER,COMPARISON_SPC,COMPARISON_SPP,COMPARISON_PPC,PERC_INDEX,SPC_INDEX,SPP_INDEX,PPC_INDEX,COMPOSITE_INDEX
Season Ticket Members,NWSL Fans,Youth Sports,0.124473,24.67,620.03,63.07,9.830508,0.251211,20,480.11,56.77,8.457727,49.55,129.14,111.11,116.23,101.5075
Single Match Buyers and Attendees,General Population,Disney Diehards,0.136860,14.33,514.40,48.91,10.516807,0.109018,108.74,479.61,46.29,10.360203,125.54,107.25,105.65,101.51,109.9875
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Disney Diehards,0.136860,14.33,514.40,48.91,10.516807,0.265836,15.23,586,53.14,11.027883,51.48,87.78,92.04,95.37,81.6675
Single Match Buyers and Attendees,NWSL Fans,Disney Diehards,0.136860,14.33,514.40,48.91,10.516807,0.408364,16.62,684.3,51.88,13.190323,33.51,75.17,94.28,79.73,70.6725
Single Match Buyers and Attendees,General Population,Tech Savvy,0.135998,10.14,459.80,29.38,15.649049,0.122521,113.2,521.14,32.82,15.877504,111.00,88.23,89.51,98.56,96.825
Single Match Buyers and Attendees,NWSL Fans,Tech Savvy,0.135998,10.14,459.80,29.38,15.649049,0.246054,10.12,407.11,28.72,14.17363,55.27,112.94,102.29,110.41,95.2275
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Tech Savvy,0.135998,10.14,459.80,29.38,15.649049,0.178541,10.44,623.32,36.33,17.157956,76.17,73.77,80.87,91.21,80.505
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Tech Savvy,0.135998,10.14,459.80,29.38,15.649049,0.273867,10.88,611.09,35.97,16.990536,49.66,75.24,81.69,92.1,74.6725
Single Match Buyers and Attendees,NWSL Fans,Fitness Enthusiasts,0.135710,42.98,1133.71,77.48,14.632062,0.312688,35.23,1018.29,62.23,16.364005,43.40,111.33,124.51,89.42,92.165
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Fitness Enthusiasts,0.135710,42.98,1133.71,77.48,14.632062,0.132293,40.01,821.24,65.08,12.618132,102.58,138.05,119.05,115.96,118.91
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Fitness Enthusiasts,0.135710,42.98,1133.71,77.48,14.632062,0.265178,43.66,1035.12,71.01,14.576083,51.18,109.52,109.1,100.38,92.545
Season Ticket Members,General Population,Fitness Enthusiasts,0.130802,61.28,1427.26,102.42,13.935484,0.093192,176.06,668.91,55.91,11.965029,140.36,213.37,183.2,116.47,163.35
Season Ticket Members,Local Gen Pop (Excl. Seattle Reign Fans),Fitness Enthusiasts,0.130802,61.28,1427.26,102.42,13.935484,0.132293,40.01,821.24,65.08,12.618132,98.87,173.79,157.37,110.44,135.1175
Season Ticket Members,Other Seattle/Washington Sports Fans,Fitness Enthusiasts,0.130802,61.28,1427.26,102.42,13.935484,0.265178,43.66,1035.12,71.01,14.576083,49.33,137.88,144.22,95.61,106.76
Current Season Ticket Member,General Population,Youth Sports - Baseball,0.003745,34.55,34.55,34.55,1.000000,0.001723,54.26,315.9,68.76,4.594158,217.35,10.94,50.25,21.77,75.0775
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports - Baseball,0.003745,34.55,34.55,34.55,1.000000,0.001282,16.6,294.69,67.18,4.386564,292.12,11.72,51.43,22.8,94.5175
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Youth Sports - Baseball,0.003745,34.55,34.55,34.55,1.000000,0.003299,19.73,318.67,74.05,4.303571,113.52,10.84,46.66,23.24,48.565
Current Season Ticket Member,NWSL Fans,Youth Sports - Baseball,0.003745,34.55,34.55,34.55,1.000000,0.004950,15.06,291.05,59.97,4.852962,75.66,11.87,57.61,20.61,41.4375
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Boating & Sailing,0.003724,74.53,1268.45,153.75,8.250000,0.008781,59.22,461.95,144.63,3.193953,42.41,274.59,106.3,258.3,170.4
Email/Marketing Lead Only,NWSL Fans,Boating & Sailing,0.003724,74.53,1268.45,153.75,8.250000,0.007513,65.24,445.89,149.8,2.976584,49.57,284.47,102.64,277.16,178.46
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Boating & Sailing,0.003724,74.53,1268.45,153.75,8.250000,0.017593,65.88,638.96,183.7,3.478237,21.17,198.52,83.7,237.19,135.145
Email/Marketing Lead Only,General Population,Boating & Sailing,0.003724,74.53,1268.45,153.75,8.250000,0.004250,119.04,489.16,156.51,3.125486,87.62,259.31,98.24,263.96,177.2825
Email/Marketing Lead Only,NWSL Fans,Pickleball,0.003724,41.62,45.86,36.68,1.250000,0.014284,30.14,170.49,57.11,2.985269,26.07,26.9,64.23,41.87,39.7675
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Pickleball,0.003724,41.62,45.86,36.68,1.250000,0.003183,37.21,183.57,83.76,2.191659,117.00,24.98,43.79,57.03,60.7
Email/Marketing Lead Only,General Population,Pickleball,0.003724,41.62,45.86,36.68,1.250000,0.003838,58.11,137.19,61.85,2.218002,97.03,33.43,59.3,56.36,61.53
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Pickleball,0.003724,41.62,45.86,36.68,1.250000,0.005174,56.55,240.35,117.39,2.047438,71.98,19.08,31.25,61.05,45.84
Email/Marketing Lead Only,General Population,Premier League,0.003724,11.18,99.79,66.53,1.500000,0.000444,84.21,180.48,80.23,2.249497,838.74,55.29,82.92,66.68,260.9075
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Premier League,0.003724,11.18,99.79,66.53,1.500000,0.000692,29.6,145.45,65.21,2.230612,538.15,68.61,102.03,67.25,194.01
Email/Marketing Lead Only,NWSL Fans,Premier League,0.003724,11.18,99.79,66.53,1.500000,0.009838,24.89,207.51,71.59,2.898668,37.85,48.09,92.93,51.75,57.655
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Premier League,0.003724,11.18,99.79,66.53,1.500000,0.002288,29.19,143.56,61.04,2.351931,162.76,69.51,108.99,63.78,101.26
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Volleyball,0.003724,9.70,19.79,13.19,1.500000,0.006872,15.16,61.27,22.18,2.762857,54.19,32.3,59.47,54.29,50.0625
Email/Marketing Lead Only,General Population,Volleyball,0.003724,9.70,19.79,13.19,1.500000,0.002035,33.28,126.91,43.32,2.929398,183.00,15.59,30.45,51.21,70.0625
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Volleyball,0.003724,9.70,19.79,13.19,1.500000,0.002892,18.01,87.65,32.17,2.724609,128.77,22.58,41,55.05,61.85
Email/Marketing Lead Only,NWSL Fans,Volleyball,0.003724,9.70,19.79,13.19,1.500000,0.007720,21.02,199.4,57.09,3.492851,48.24,9.92,23.1,42.94,31.05
Full Matched Fanbase,General Population,Horse Racing,0.003630,100.07,771.38,216.79,3.558140,0.004883,83.78,1910.89,94.91,20.133311,74.34,40.37,228.41,17.67,90.1975
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Horse Racing,0.003630,100.07,771.38,216.79,3.558140,0.003055,49.08,3174.42,76.03,41.753583,118.82,24.3,285.15,8.52,109.1975
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Horse Racing,0.003630,100.07,771.38,216.79,3.558140,0.004781,37.13,2595.38,52.54,49.400411,75.93,29.72,412.64,7.2,131.3725
Full Matched Fanbase,NWSL Fans,Horse Racing,0.003630,100.07,771.38,216.79,3.558140,0.015088,44.18,1341.76,92.71,14.472794,24.06,57.49,233.84,24.59,84.995
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports - Volleyball,0.003627,9.48,45.85,14.21,3.227273,0.002587,18.37,69.22,25.9,2.673035,140.20,66.24,54.87,120.73,95.51
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Youth Sports - Volleyball,0.003627,9.48,45.85,14.21,3.227273,0.006607,15.13,47.49,17.07,2.781575,54.90,96.55,83.23,116.02,87.675
Past Single Match Buyer,NWSL Fans,Youth Sports - Volleyball,0.003627,9.48,45.85,14.21,3.227273,0.006268,22.04,138.9,45.94,3.023115,57.87,33.01,30.93,106.75,57.14
Past Single Match Buyer,General Population,Youth Sports - Volleyball,0.003627,9.48,45.85,14.21,3.227273,0.001447,30.86,83.98,33.49,2.507884,250.66,54.6,42.44,128.69,119.0975
Combined Reign Fanbase,NWSL Fans,Youth Sports - Baseball,0.003598,13.96,299.81,68.56,4.373134,0.004950,15.06,291.05,59.97,4.852962,72.69,103.01,114.32,90.11,95.0325
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Youth Sports - Baseball,0.003598,13.96,299.81,68.56,4.373134,0.003299,19.73,318.67,74.05,4.303571,109.06,94.08,92.59,101.62,99.3375
Combined Reign Fanbase,General Population,Youth Sports - Baseball,0.003598,13.96,299.81,68.56,4.373134,0.001723,54.26,315.9,68.76,4.594158,208.82,94.91,99.71,95.19,124.6575
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports - Baseball,0.003598,13.96,299.81,68.56,4.373134,0.001282,16.6,294.69,67.18,4.386564,280.66,101.74,102.06,99.69,146.0375
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Gymnastics,0.003563,65.21,175.63,71.77,2.447236,0.001066,65.21,234.07,107.04,2.186755,334.24,75.03,67.05,111.91,147.0575
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Gymnastics,0.003563,65.21,175.63,71.77,2.447236,0.002916,64.3,155.97,71.16,2.191919,122.19,112.61,100.86,111.65,111.8275
Combined Reign Fanbase,NWSL Fans,Gymnastics,0.003563,65.21,175.63,71.77,2.447236,0.003270,64.69,203.77,85.02,2.396624,108.96,86.19,84.41,102.11,95.4175
Combined Reign Fanbase,General Population,Gymnastics,0.003563,65.21,175.63,71.77,2.447236,0.000596,92.56,333.16,146.77,2.269917,597.82,52.72,48.9,107.81,201.8125
Full Matched Fanbase,NWSL Fans,Sober Curious,0.003546,54.29,156.75,65.83,2.380952,0.005892,52.43,186.63,68.16,2.73829,60.18,83.99,96.59,86.95,81.9275
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Sober Curious,0.003546,54.29,156.75,65.83,2.380952,0.006411,52.99,193.38,68.85,2.808576,55.31,81.06,95.61,84.77,79.1875
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Sober Curious,0.003546,54.29,156.75,65.83,2.380952,0.002155,53.13,185.1,68.11,2.717562,164.55,84.68,96.65,87.61,108.3725
Full Matched Fanbase,General Population,Sober Curious,0.003546,54.29,156.75,65.83,2.380952,0.000988,78.54,172.59,70.58,2.445479,358.91,90.82,93.28,97.36,160.0925
Single Match Buyers and Attendees,General Population,Youth Sports,0.122005,23.77,567.99,68.67,8.271013,0.073750,62.27,340.76,52.26,6.520275,165.43,166.68,131.4,126.85,147.59
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Football,0.120088,21.30,301.87,74.96,4.027135,0.082124,21.67,232.55,64.34,3.614551,146.23,129.81,116.51,111.41,125.99
Single Match Buyers and Attendees,NWSL Fans,Football,0.120088,21.30,301.87,74.96,4.027135,0.363772,25.61,234.11,56.12,4.171702,33.01,128.94,133.58,96.53,98.015
Single Match Buyers and Attendees,General Population,Football,0.120088,21.30,301.87,74.96,4.027135,0.039176,72.55,213.44,67.32,3.170525,306.53,141.43,111.35,127.02,171.5825
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Football,0.120088,21.30,301.87,74.96,4.027135,0.349739,22.45,262.28,69.05,3.798501,34.34,115.09,108.56,106.02,91.0025
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Budget Travelers,0.119130,143.00,745.42,197.60,3.772325,0.212908,146.16,764.73,214.72,3.561607,55.95,97.47,92.03,105.92,87.8425
Single Match Buyers and Attendees,General Population,Budget Travelers,0.119130,143.00,745.42,197.60,3.772325,0.130462,262.51,644.37,185.07,3.481871,91.31,115.68,106.77,108.34,105.525
Full Matched Fanbase,NWSL Fans,Yogis,0.090579,89.72,638.86,117.74,5.425909,0.167836,86.8,625.66,114.18,5.479581,53.97,102.11,103.12,99.02,89.555
Full Matched Fanbase,General Population,Yogis,0.090579,89.72,638.86,117.74,5.425909,0.038878,171.53,485.74,117.11,4.147893,232.98,131.52,100.54,130.81,148.9625
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Yogis,0.090579,89.72,638.86,117.74,5.425909,0.062394,92.53,533.07,122.89,4.337785,145.17,119.85,95.81,125.08,121.4775
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Yogis,0.090579,89.72,638.86,117.74,5.425909,0.150359,94.39,630.49,125.92,5.007248,60.24,101.33,93.51,108.36,90.86
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Gym Enthusiasts,0.090326,38.75,845.94,71.55,11.822430,0.193342,41.2,838.51,64.34,13.032245,46.72,100.89,111.2,90.72,87.3825
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Gym Enthusiasts,0.090326,38.75,845.94,71.55,11.822430,0.100311,37.03,667.33,57.37,11.632884,90.05,126.77,124.73,101.63,110.795
Full Matched Fanbase,NWSL Fans,Gym Enthusiasts,0.090326,38.75,845.94,71.55,11.822430,0.227471,30.89,777.58,54.36,14.304505,39.71,108.79,131.63,82.65,90.695
Full Matched Fanbase,General Population,Gym Enthusiasts,0.090326,38.75,845.94,71.55,11.822430,0.073051,132.62,528.8,47.83,11.055671,123.65,159.97,149.59,106.94,135.0375
Current Season Ticket Member,NWSL Fans,Home Chefs,0.089888,116.89,673.08,118.78,5.666667,0.121837,60.57,357.09,77.65,4.598584,73.78,188.49,152.96,123.23,134.615
Current Season Ticket Member,General Population,Home Chefs,0.089888,116.89,673.08,118.78,5.666667,0.028297,91.48,324.09,82.37,3.934395,317.66,207.68,144.19,144.03,203.39
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Home Chefs,0.089888,116.89,673.08,118.78,5.666667,0.101624,72.76,480.33,95.24,5.043571,88.45,140.13,124.72,112.35,116.4125
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Home Chefs,0.089888,116.89,673.08,118.78,5.666667,0.048465,69.37,426.76,91.99,4.639092,185.47,157.72,129.12,122.15,148.615
Current Season Ticket Member,NWSL Fans,Wellness Warriors,0.089888,11.56,312.97,38.13,8.208333,0.240700,35.79,378.52,55.53,6.815845,37.34,82.68,68.66,120.43,77.2775
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Wellness Warriors,0.089888,11.56,312.97,38.13,8.208333,0.185438,39.92,391.21,62.47,6.262071,48.47,80,61.03,131.08,80.145
Current Season Ticket Member,General Population,Wellness Warriors,0.089888,11.56,312.97,38.13,8.208333,0.077164,101.3,385.57,71.38,5.401388,116.49,81.17,53.42,151.97,100.7625
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Wellness Warriors,0.089888,11.56,312.97,38.13,8.208333,0.106617,44.18,421.64,68.75,6.13329,84.31,74.23,55.47,133.83,86.96
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Entrepreneurs,0.089322,21.33,934.01,46.22,20.206897,0.110497,22.15,832.54,58.25,14.292364,80.84,112.19,79.35,141.38,103.44
2025 Single Match Attendee,General Population,Entrepreneurs,0.089322,21.33,934.01,46.22,20.206897,0.074907,158.79,714.89,58.36,12.248664,119.24,130.65,79.19,164.97,123.5125
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Entrepreneurs,0.089322,21.33,934.01,46.22,20.206897,0.182385,22.65,958.25,64.17,14.933789,48.97,97.47,72.03,135.31,88.445
2025 Single Match Attendee,NWSL Fans,Entrepreneurs,0.089322,21.33,934.01,46.22,20.206897,0.182390,21.4,603.27,46.36,13.012274,48.97,154.83,99.7,155.29,114.6975
2025 Single Match Buyer,General Population,Gym Enthusiasts,0.089157,43.54,1172.72,91.16,12.864865,0.073051,132.62,528.8,47.83,11.055671,122.05,221.77,190.59,116.36,162.6925
2025 Single Match Buyer,NWSL Fans,Gym Enthusiasts,0.089157,43.54,1172.72,91.16,12.864865,0.227471,30.89,777.58,54.36,14.304505,39.19,150.82,167.7,89.94,111.9125
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Gym Enthusiasts,0.089157,43.54,1172.72,91.16,12.864865,0.100311,37.03,667.33,57.37,11.632884,88.88,175.73,158.91,110.59,133.5275
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Gym Enthusiasts,0.089157,43.54,1172.72,91.16,12.864865,0.193342,41.2,838.51,64.34,13.032245,46.11,139.86,141.68,98.72,106.5925
Seattle Reign FC,Other Seattle/Washington Sports Fans,Men,0.087557,46.66,419.50,95.41,4.396753,0.079593,43.89,421.94,89.25,4.727519,110.01,99.42,106.9,93,102.3325
Seattle Reign FC,NWSL Fans,Men,0.087557,46.66,419.50,95.41,4.396753,0.077711,40.12,399.1,80.74,4.942738,112.67,105.11,118.16,88.95,106.2225
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),Men,0.087557,46.66,419.50,95.41,4.396753,0.039770,41.38,367.6,84.45,4.352603,220.16,114.12,112.97,101.01,137.065
Seattle Reign FC,General Population,Men,0.087557,46.66,419.50,95.41,4.396753,0.029478,121.7,302.77,67.77,4.46794,297.02,138.55,140.79,98.41,168.6925
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Career Professionals,0.087550,21.15,728.76,38.79,18.788991,0.101263,21.84,769.42,53.88,14.28052,86.46,94.72,71.99,131.57,96.185
2025 Single Match Buyer,General Population,Career Professionals,0.087550,21.15,728.76,38.79,18.788991,0.069907,159.46,652.52,55.06,11.851513,125.24,111.68,70.45,158.54,116.4775
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Career Professionals,0.087550,21.15,728.76,38.79,18.788991,0.170368,22.34,904.62,60.45,14.965712,51.39,80.56,64.17,125.55,80.4175
2025 Single Match Buyer,NWSL Fans,Career Professionals,0.087550,21.15,728.76,38.79,18.788991,0.175411,21.21,557.13,44.11,12.630391,49.91,130.81,87.94,148.76,104.355
Email/Marketing Lead Only,General Population,Yogis,0.087523,90.11,639.61,113.23,5.648936,0.038878,171.53,485.74,117.11,4.147893,225.12,131.68,96.69,136.19,147.42
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Yogis,0.087523,90.11,639.61,113.23,5.648936,0.062394,92.53,533.07,122.89,4.337785,140.27,119.99,92.14,130.23,120.6575
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Yogis,0.087523,90.11,639.61,113.23,5.648936,0.150359,94.39,630.49,125.92,5.007248,58.21,101.45,89.93,112.82,90.6025
Email/Marketing Lead Only,NWSL Fans,Yogis,0.087523,90.11,639.61,113.23,5.648936,0.167836,86.8,625.66,114.18,5.479581,52.15,102.23,99.17,103.09,89.16
2025 Single Match Buyer,NWSL Fans,Yogis,0.086747,75.67,462.82,97.82,4.731481,0.167836,86.8,625.66,114.18,5.479581,51.69,73.97,85.67,86.35,74.42
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Yogis,0.086747,75.67,462.82,97.82,4.731481,0.062394,92.53,533.07,122.89,4.337785,139.03,86.82,79.6,109.08,103.6325
2025 Single Match Buyer,General Population,Yogis,0.086747,75.67,462.82,97.82,4.731481,0.038878,171.53,485.74,117.11,4.147893,223.13,95.28,83.53,114.07,129.0025
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Yogis,0.086747,75.67,462.82,97.82,4.731481,0.150359,94.39,630.49,125.92,5.007248,57.69,73.41,77.69,94.49,75.82
Combined Reign Fanbase,NWSL Fans,Boutique Fitness Enthusiasts,0.086736,47.65,1173.87,80.48,14.585965,0.095362,45.57,1122.7,77.13,14.556231,90.95,104.56,104.35,100.2,100.015
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Boutique Fitness Enthusiasts,0.086736,47.65,1173.87,80.48,14.585965,0.064149,51.91,1077.56,85.07,12.666973,135.21,108.94,94.61,115.15,113.4775
Combined Reign Fanbase,General Population,Boutique Fitness Enthusiasts,0.086736,47.65,1173.87,80.48,14.585965,0.015573,254.73,916.26,78.66,11.648058,556.96,128.12,102.31,125.22,228.1525
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Boutique Fitness Enthusiasts,0.086736,47.65,1173.87,80.48,14.585965,0.024545,50.59,966.96,82.71,11.690927,353.38,121.4,97.3,124.76,174.21
Single Match Buyers and Attendees,General Population,Local Commuters,0.128139,2.96,212.40,12.04,17.635752,0.074915,34.98,204.13,11.42,17.873362,171.05,104.05,105.42,98.67,119.7975
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Local Commuters,0.128139,2.96,212.40,12.04,17.635752,0.202806,3.02,176.18,13.71,12.853996,63.18,120.56,87.85,137.2,102.1975
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Local Commuters,0.128139,2.96,212.40,12.04,17.635752,0.092471,2.94,200.7,13.45,14.925443,138.57,105.83,89.54,118.16,113.025
Single Match Buyers and Attendees,NWSL Fans,Local Commuters,0.128139,2.96,212.40,12.04,17.635752,0.310025,2.93,208.28,8.49,24.529624,41.33,101.98,141.8,71.9,89.2525
Single Match Buyers and Attendees,NWSL Fans,Hockey,0.127085,25.53,220.50,47.71,4.621418,0.328621,25.64,221.78,45.59,4.864453,38.67,99.42,104.65,95,84.435
Single Match Buyers and Attendees,General Population,Hockey,0.127085,25.53,220.50,47.71,4.621418,0.029613,57.45,194.58,54.08,3.598115,429.15,113.32,88.22,128.44,189.7825
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Hockey,0.127085,25.53,220.50,47.71,4.621418,0.404178,28.69,187.38,47.84,3.916561,31.44,117.68,99.72,118,91.71
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Hockey,0.127085,25.53,220.50,47.71,4.621418,0.081755,27.36,182.85,49.03,3.729237,155.45,120.59,97.31,123.92,124.3175
Single Match Buyers and Attendees,NWSL Fans,Gambler,0.124976,26.90,1766.06,154.41,11.437117,0.350926,21.29,1805.72,70.22,25.716382,35.61,97.8,219.9,44.47,99.445
